@relation dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R11

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,4,1481,2,541,2,0,2,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
3,3,1,1474,2955,3,541,1,0,492,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
3,3,1,1474,2955,3,541,1,0,492,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
3,3,2,575,2951,3,541,1,0,491,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
2,2,1,1474,2951,2,541,1,0,737,clean
1,1,1,24,24,1,541,0,0,24,clean
1,1,1,24,24,1,541,0,0,24,clean
3,3,3,199,34,5,541,1754,316,32,clean
1,1,1,56,57,1,541,316,58,1,clean
3,3,2,25,7,3,541,1,0,2,clean
6,6,2,105,167,6,541,983,153,21,clean
2,2,2,146,50,2,541,1,0,24,clean
2,2,2,146,50,2,541,1,0,24,clean
5,5,2,105,166,5,541,0,0,30,clean
2,2,2,146,50,2,541,1,0,24,clean
3,3,2,146,56,3,541,1,0,16,clean
2,2,2,146,50,2,541,1,0,24,clean
4,4,2,105,160,4,541,0,0,37,clean
4,4,2,105,160,4,541,0,0,37,clean
2,2,2,146,50,2,541,1,0,24,clean
4,4,2,99,1521,4,541,1,0,380,clean
2,2,2,99,44,2,541,1,0,22,clean
3,3,2,99,1521,3,541,1,0,14,clean
1,1,1,44,44,1,541,1,0,44,clean
1,1,1,44,44,1,541,1,0,44,clean
2,2,1,49,110,2,541,0,0,50,clean
4,4,2,105,103,4,541,1,0,25,clean
2,2,2,105,49,2,541,1,0,24,clean
1,1,1,12,12,1,541,1142,183,0,clean
2,2,2,146,50,2,541,1,0,24,clean
3,3,2,324,98,3,541,0,0,25,clean
3,3,2,99,94,3,541,1,0,30,clean
2,2,2,51,12,2,541,1,0,6,clean
2,2,2,51,12,2,541,1,0,6,clean
2,2,2,51,12,2,541,1,0,6,clean
4,4,2,324,148,4,541,0,0,31,clean
2,2,2,324,61,2,541,1,0,26,clean
2,2,2,146,50,2,541,1,0,24,clean
4,4,2,324,100,4,541,1,0,19,clean
3,3,2,105,110,3,541,0,0,33,clean
3,3,2,105,86,3,541,0,0,24,clean
3,3,2,105,110,3,541,0,0,33,clean
3,3,2,324,98,3,541,0,0,25,clean
2,2,2,30,4,2,541,1,0,2,clean
2,2,2,146,50,2,541,1,0,24,clean
4,4,2,324,148,4,541,0,0,31,clean
2,2,2,146,50,2,541,1,0,24,clean
1,1,1,309111,1112,1,541,5502,1246,551,clean
1,1,2,81,92,2,15,3549,762,23,clean
1,1,3,1,1,1,50,622,156,0,clean
1,1,4,16,8,1,15,1330,267,4,clean
1,1,1,164088,894,1,541,497,65,636,clean
4,4,2,543,276,4,541,1384,215,62,clean
1,1,1,142,142,1,541,0,223,0,clean
1,1,1,27,12,1,541,4189,837,9,clean
1,1,1,24849,8286,1,541,117,18,3,clean
1,1,1,521,521,1,15,419,62,521,defective
1,1,2,25,10,1,50,542,95,5,clean
1,1,1,189,30,1,15,6665,1047,21,clean
1,1,2,4,4,1,20,7214,1157,0,clean
2,2,1,1694,354,2,15,4759,756,62,defective
1,1,1,5,5,1,15,2,0,5,clean
1,1,2,5,5,1,20,2,0,0,clean
1,1,1,2,28,14,15,19,0,2,clean
1,1,1,476,240,1,15,943,151,2,clean
2,2,1,1694,354,2,15,4759,756,62,defective
1,1,1,957,62,1,15,2118,442,29,clean
1,1,1,4,4,1,15,477,65,4,clean
1,1,2,108,24,1,50,472,62,6,clean
1,1,3,14,15,1,20,476,65,14,clean
1,1,1,756,55,1,50,2400,457,27,clean
1,1,1,154,154,1,50,0,457,0,clean
1,1,1,18205,386,1,50,2915,340,331,defective
2,2,2,84,45,2,15,2891,342,14,clean
1,1,1,80,18,1,50,763,155,10,clean
1,1,1,756,55,1,50,2400,457,27,clean
2,2,2,256,100,2,20,2471,469,43,clean
2,2,1,25,595,3,50,2339,286,105,clean
1,1,1,756,55,1,50,2400,457,27,clean
1,1,1,6,7,1,50,2502,410,1,clean
3,3,1,277,1272,7,50,1516,135,107,clean
1,1,2,3363,118,2,13,132,27,30,clean
1,1,1,225,59,2,50,2483,211,13,clean
1,1,1,225,59,2,50,2483,211,13,clean
1,1,2,214,214,1,13,3083,948,214,clean
2,2,1,225,149,4,50,2137,230,17,clean
2,2,1,225,149,4,50,2137,230,17,clean
1,1,1,198,29,1,50,11,0,11,clean
2,2,1,44,44,2,50,11,0,7,clean
1,1,1,72,38,1,50,2486,408,2,clean
1,1,1,9,9,1,50,14,0,0,clean
11,11,1,472,8851,13,50,3061,332,393,defective
1,1,2,1368264,2341,1,15,1619,267,1213,clean
4,4,1,1103,5709,5,50,2989,326,683,defective
1,1,2,1368264,2341,1,15,1619,267,1213,clean
1,1,1,225,30,1,50,4955,423,15,clean
1,1,1,225,30,1,50,4955,423,15,clean
1,1,1,512,48,1,50,4700,401,16,clean
1,1,1,10170,2047,2,50,2431,246,515,clean
1,1,1,40,40,1,50,0,131,0,clean
1,1,1,4,4,1,50,3233,426,4,clean
1,1,2,5,5,1,15,3297,450,0,clean
2,2,1,102,85,2,50,14,0,28,clean
3,3,1,512,122,4,50,2419,206,11,clean
1,1,1,225,59,2,50,2483,211,13,clean
2,2,1,4,4537,3,50,3081,337,758,defective
1,1,2,214,214,1,13,3083,948,214,clean
1,1,1,11,11,1,50,1311,333,0,clean
2,2,1,1103,5635,3,50,2987,331,1125,defective
1,1,2,1368264,2341,1,15,1619,267,1213,clean
1,1,1,98,98,1,50,1596,372,98,clean
1,1,1,4,4,1,50,2122,432,2,clean
1,1,1,1,2,1,50,531,109,1,clean
1,1,1,137,137,1,20,0,109,0,clean
2,2,1,882,119,2,20,1618,308,43,clean
1,1,1,10332,208,1,20,2807,578,126,clean
2,2,2,47073,970,3,15,2343,461,182,clean
1,1,1,4,4,1,20,4199,966,0,clean
1,1,1,8,6,1,20,211,21,4,clean
1,1,1,85,22,1,20,227,23,5,clean
1,1,1,85,22,1,20,227,23,5,clean
1,1,1,65,65,1,20,260,32,65,clean
2,2,1,6,13,2,20,211,20,5,clean
1,1,2,42,13,1,13,819,223,6,clean
1,1,1,606,205,1,15,122,5,3,clean
1,1,1,56,15,1,15,4292,983,7,clean
1,1,1,420,76,1,15,16,0,6,clean
1,1,1,420,76,1,15,16,0,6,clean
1,1,1,420,76,1,15,16,0,6,clean
1,1,1,8,6,1,13,504,114,4,clean
1,1,1,132,23,1,13,1515,137,11,clean
1,1,1,6,6,1,13,534,0,6,clean
1,1,1,1,2,1,266,19,0,1,clean
2,2,3,13,8,2,222,171,34,5,clean
2,2,2,4,24,2,266,19,0,12,clean
1,1,1,1044483,2044,1,266,1626,392,1023,clean
1,1,2,737881,1718,1,172,1807,451,859,clean
2,2,4,52,9,2,222,34,225,0,clean
2,2,6,9,6,2,197,1916,482,3,clean
8,8,2,20,616,13,266,25,0,39,defective
3,3,4,80,135,3,172,11,0,52,clean
4,4,6,2,1,4,222,33,0,13,clean
