@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R2,5'

@attribute comm numeric
@attribute ddev numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
2,3,15,2,186,638,129,92,648,clean
1,4,4,1,192,1237,218,4,0,clean
2,5,36,2,177,0,0,20,0,clean
1,1,6,1,223,99,27,6,1,clean
1,2,1,1,1577,99,27,1,1,clean
1,1,61,1,223,12,0,61,0,clean
1,2,4,1,192,12,0,2,2,clean
1,1,376,1,223,73,0,47,8,clean
1,1,376,1,223,73,0,47,8,clean
1,1,376,1,223,73,0,47,8,clean
1,1,11,1,223,907,286,0,11,clean
3,2,45,3,1577,231,53,6,5,clean
1,3,13,1,186,242,56,13,0,clean
2,4,3,2,192,166,25,17,0,clean
1,1,127,1,223,70,0,127,0,clean
1,1,77070,1,223,1143,260,1101,70,defective
1,2,1,1,177,888,166,1,1,clean
1,1,2759,1,223,1173,0,2759,0,defective
1,1,2759,1,223,1173,0,2759,0,defective
1,1,1,1,223,1,0,1,1,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,244,1,223,14,0,2,122,clean
1,1,244,1,223,14,0,2,122,clean
1,1,1947,2,223,522,111,1582,0,clean
1,1,3,3,223,118,15,10,1,clean
1,2,3172,4,1577,166,25,101,480,clean
1,1,576,8,223,336,44,36,28,clean
1,1,4,11,223,116,16,4,0,clean
1,2,1160,6,1577,265,36,190,59,clean
1,1,5,38,223,16,0,9,0,clean
1,1,18952,1,223,1390,222,184,103,clean
1,2,31320,3,1577,187,26,82,694,clean
1,1,1,1,223,42,0,1,1,defective
1,2,26,1,1577,40,0,0,26,clean
1,1,337,2,223,0,0,0,825,clean
1,1,2759,1,223,1173,0,2759,0,defective
1,1,1,1,223,1,0,1,1,clean
1,1,774,1,223,764,189,86,9,defective
1,1,525,1,223,397,71,525,0,defective
1,2,4,1,177,410,71,2,2,clean
1,1,10,1,223,8,0,10,0,clean
1,1,39,1,223,798,141,39,0,clean
2,1,1,4,223,13,2,5,1,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,1947,1,223,500,122,1947,0,clean
1,1,3498,1,223,1377,411,22,159,clean
1,2,9,1,1577,1377,411,1,9,clean
1,1,230,1,223,128,23,230,0,clean
1,1,688,1,223,203,0,86,8,clean
1,1,5,1,223,40,0,0,5,clean
1,1,244,1,223,14,0,2,122,clean
1,1,112727,1,223,175,15,323,349,clean
3,1,7828,3,223,556,132,139,9,defective
1,1,7,1,223,179,39,7,0,clean
1,2,4,1,177,179,39,2,2,clean
1,1,35,1,223,1133,186,7,5,clean
1,2,4,2,1577,830,144,4,4,clean
1,3,17,1,186,1145,192,17,0,clean
1,4,5,1,192,549,104,5,0,clean
1,1,12320,1,223,663,148,160,77,defective
1,2,299,1,186,653,144,23,13,clean
1,1,162,1,223,1360,424,27,6,clean
1,1,14,1,223,310,47,14,0,clean
1,1,6336,1,223,2696,784,144,44,clean
1,2,754,1,1577,3551,660,29,26,clean
1,3,176,1,177,2213,424,176,0,clean
1,1,1294,1,223,878,187,1294,0,defective
2,1,17280,2,223,267,66,92,68,defective
1,2,1,1,1577,556,132,1,1,clean
1,1,450,1,223,276,72,50,9,defective
1,2,1,1,1577,556,132,1,1,clean
1,1,20,1,223,18,6,10,2,clean
3,1,17280,3,223,364,88,199,52,defective
2,1,6,2,223,533,65,82,50,defective
1,1,1294,1,223,878,187,1294,0,defective
1,1,410,1,223,310,70,10,41,clean
3,2,187,3,223,6566,2010,54,6,defective
1,3,226576,1,1577,6829,2100,476,476,defective
1,4,1,1,186,6889,2114,1,0,clean
4,2,71,4,223,878,187,327,2,defective
2,1,537,2,223,951,220,273,2,defective
1,1,6,1,223,1353,419,6,0,clean
1,1,7828,1,223,558,132,412,19,defective
1,1,204,1,223,720,136,204,0,defective
1,1,5562,1,223,2549,570,309,18,clean
1,1,132,1,223,5631,1114,22,6,clean
1,2,81,3,186,2249,460,6,6,clean
2,4,361,4,192,984,218,92,4,defective
3,7,20,5,177,302,61,64,2,clean
1,1,1294,1,223,878,187,1294,0,defective
1,1,28,1,223,5552,1195,7,4,clean
1,2,83,1,186,5627,1201,83,0,defective
1,1,1294,1,223,878,187,1294,0,defective
1,1,37,1,223,3323,840,37,0,clean
1,1,1294,1,223,878,187,1294,0,defective
1,2,3,1,192,883,188,1,3,clean
1,1,10,1,223,1054,244,10,1,clean
2,1,1294,2,223,879,187,653,3,defective
1,1,8,1,223,71,14,8,1,clean
1,1,9,1,223,5617,1112,3,3,clean
2,2,1,2,186,1195,220,6,5,clean
3,1,4902,3,223,120,22,61,18,clean
1,2,425,1,1577,137,26,25,17,clean
1,3,35,1,192,162,33,35,0,clean
1,1,244,1,223,146,21,244,0,clean
1,1,1344,1,223,757,145,1344,0,clean
3,3,5,3,223,399,62,6,1,clean
1,4,4,1,177,29,0,2,2,clean
1,1,154,1,223,18,0,14,11,clean
1,2,2,1,1577,5,0,2,0,defective
1,3,8,1,186,335,69,8,0,clean
1,1,1,1,223,1459,454,1,0,clean
1,2,806,4,1577,739,228,403,379,defective
2,3,632,2,192,437,135,13,47,clean
1,4,25,1,177,463,141,5,5,clean
1,1,72,1,223,175,50,9,8,defective
1,2,24,1,186,183,54,24,1,defective
1,1,285,1,223,546,104,19,15,clean
1,2,12,1,1577,3578,161,12,1,clean
1,3,4,1,192,3625,162,2,2,clean
1,4,9,1,177,3736,174,3,3,clean
3,2,190,5,223,194,66,39,4,defective
1,3,20667,1,1577,282,91,83,249,clean
1,4,1,1,186,35,8,1,1,clean
1,1,8,2,223,766,227,35,7,clean
1,2,47,2,1577,530,156,0,402,clean
1,3,2,1,177,64,0,0,2,clean
4,2,23,4,223,552,156,17,14,clean
1,3,400,1,186,77,4,20,20,defective
1,4,9,1,177,281,63,9,0,clean
1,1,5,1,223,8,0,5,0,clean
2,1,4,2,223,21,0,3,3,clean
1,2,1,1,186,21,0,1,1,clean
1,1,72,1,223,175,50,9,8,defective
2,3,4,2,186,503,111,12,1,defective
1,4,3,1,192,224,63,0,3,clean
1,5,13,1,177,441,84,13,0,clean
1,1,25,1,223,721,160,5,5,clean
1,2,121,1,1577,748,164,11,11,clean
1,1,1,1,223,1370,318,1,1,clean
4,4,16,6,1577,516,92,77,74,defective
3,6,94,3,186,1224,227,27,13,clean
1,1,86,1,1577,34,0,86,0,clean
1,1,3875235,1,1577,1467,220,2839,1365,clean
1,1,86,1,1577,34,0,86,0,clean
1,1,12,1,1577,2,0,0,12,clean
1,1,15,1,1577,1144,188,0,15,clean
1,2,16,1,186,1123,188,16,1,defective
1,1,12,2,1577,4,0,12,0,clean
2,1,45,2,1577,231,53,8,4,clean
5,2,11,6,1577,603,65,19,9,defective
5,4,132,18,192,123,8,108,33,defective
5,6,17,8,177,392,66,69,65,defective
1,1,185,2,1577,29,4,180,0,clean
1,1,86,1,1577,34,0,86,0,clean
1,1,171,1,1577,89,0,171,0,clean
1,1,86,1,1577,34,0,86,0,clean
1,1,1649,1,1577,359,0,1649,0,clean
1,1,107,1,1577,0,0,107,0,clean
1,1,185,1,1577,57,8,185,0,clean
1,1,56,2,1577,1962,0,5331,0,clean
1,1,806,1,1577,478,144,806,0,defective
2,1,23,2,1577,1151,190,15,0,clean
1,2,4,1,186,218,21,2,2,clean
1,1,107,1,1577,0,0,107,0,clean
1,1,1851,1,1577,0,0,0,1851,clean
1,1,78,1,1577,20,6,78,0,clean
2,1,578,6,1577,350,51,254,324,clean
1,1,10318,3,1577,208,34,182,624,clean
2,1,578,6,1577,350,51,254,324,clean
1,1,78,1,1577,20,6,78,0,clean
2,1,578,6,1577,156,19,156,8,clean
1,1,38,1,1577,0,0,38,0,clean
1,1,192,1,1577,174,54,6,32,clean
1,1,4,1,1577,183,2,0,4,clean
1,1,2916,1,1577,492,82,54,54,clean
1,1,169,1,1577,2410,516,13,13,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,351,1,1577,210,38,351,0,defective
1,2,8,1,192,211,37,4,2,clean
3,2,287,10,1577,519,106,284,95,defective
1,3,905,2,177,690,121,97,31,defective
2,1,876,2,1577,570,141,455,10,defective
2,2,287,7,1577,399,80,369,22,defective
1,3,905,2,177,690,121,97,31,defective
1,1,351,1,1577,210,38,351,0,defective
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
2,1,22401,2,1577,14408,6611,11223,22,clean
2,1,22401,2,1577,14408,6611,11223,22,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
2,1,22401,2,1577,14408,6611,11223,22,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
2,1,22401,2,1577,14408,6611,11223,22,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
1,1,22401,1,1577,14408,6611,22401,0,clean
