@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R3,5,7,11'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,3,10412,4008,2470,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,695286,1,5732,0,2033,clean
1,1,4140,1,327,45,92,clean
1,1,8,1,72,2,0,clean
1,1,8,1,72,2,0,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,1,5732,0,2033,clean
1,1,695286,3,5732,0,2033,clean
2,2,221,2,567,51,12,clean
3,3,127,3,604,69,53,clean
1,1,695286,1,5732,0,2033,clean
3,3,7,3,550,88,3,clean
1,1,3611,1,0,0,0,clean
1,1,5390,4,331,53,20,clean
1,1,4,1,1783,420,4,clean
1,1,4731,1,7365,2239,83,defective
3,3,4384,3,2992,803,411,clean
1,1,11663,1,7363,1828,107,clean
1,1,55,1,1088,244,11,clean
1,1,355,5,0,0,0,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,5929245,1,12752,6013,2689,clean
1,1,756,1,236,30,42,defective
2,2,171468,3,1527,339,997,defective
1,1,324,1,194,21,18,defective
1,1,15,2,150,14,63,clean
1,1,2,1,347,63,2,clean
4,4,155,5,1833,189,15,clean
5,5,46,5,978,197,54,defective
3,3,274,4,815,125,447,defective
2,2,1520,2,366,107,55,clean
1,1,95,1,309,96,95,clean
3,3,16,3,270,77,38,defective
2,2,56,3,474,114,20,clean
1,1,3,1,70,2,0,clean
1,1,15,1,2913,557,5,clean
5,5,28,6,4298,1244,14,defective
1,1,4950,1,1352,239,150,defective
2,2,3207,3,971,140,595,defective
1,1,3765,1,0,0,0,clean
1,1,18438,1,3041,815,439,defective
1,1,3765,1,0,0,0,clean
1,1,11286,1,401,53,114,clean
1,1,2124,7,917,187,30,clean
2,2,171468,2,229,48,75,clean
1,1,1,5,287,66,4,clean
1,1,171468,2,740,107,885,defective
1,1,11,1,67,10,11,clean
2,2,6676,2,539,115,75,defective
