@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,7,9-11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute label {defective,clean}

@data
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
2,730,6,6309,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
1,172323956,1,15389,clean
2,722,2,498,defective
2,37,2,634,clean
1,207,1,112,clean
1,207,1,112,clean
1,520,1,112,clean
6,15104,6,1596,clean
1,259,2,158,clean
1,4032,1,1469,clean
2,27,2,175,clean
1,7,1,1163,defective
1,3,1,936,clean
2,53,2,29,clean
1,66,1,20,clean
1,378,1,151,clean
1,378,1,151,clean
1,25,1,100,clean
1,4,1,26,clean
1,16,1,49,clean
1,16,1,1,clean
1,66,1,23,clean
1,91,1,29,clean
2,38,2,4,clean
2,33,2,2,clean
2,37,2,4,clean
1,189,1,42,defective
2,45,2,4,clean
1,481,1,288,clean
1,348,1,158,clean
2,49,2,21,clean
1,25,1,106,clean
2,45,2,583,clean
1,37,1,7,clean
3,66,3,17,clean
1,54,1,7,clean
1,58,1,11,clean
1,32,1,3,clean
2,1307,3,80,defective
1,120,1,69,defective
1,114,1,65,defective
1,49,1,75,clean
1,9,1,61,clean
1,9,1,109,clean
1,9,1,120,clean
1,4,1,135,clean
1,3,1,12,clean
1,4,1,192,clean
1,73,1,2,clean
1,1,1,38,clean
1,87,1,44,clean
1,88,1,44,clean
1,25,1,104,clean
1,36,1,3,clean
2,18,2,3,clean
2,35,2,1,clean
6,212,20,80,defective
1,4,1,31,clean
1,4,1,74,clean
1,169,1,0,clean
1,145,1,96,clean
2,22,2,66,defective
1,16,1,42,clean
1,225,1,90,clean
1,112,1,62,clean
1,43,1,11,clean
1,613,1,243,clean
1,56,1,17,clean
1,81,1,34,clean
1,899,1,60,clean
1,54,1,19,clean
3,45,3,27,clean
1,77,1,3,clean
1,35,1,5,clean
1,42,1,4,clean
6,12,7,95,clean
1,221,1,125,clean
1,30,1,92,clean
1,74,1,27,clean
2,37,2,2,clean
2,64,2,2,clean
3,10,3,4,clean
1,25,1,1,clean
2,27,2,1,clean
2,589,2,1143,defective
1,2261,1,386,clean
2,19,2,4,clean
1,31,1,1,clean
1,16,1,49,clean
1,38,1,8,clean
1,52,1,10,clean
1,29,1,6,clean
1,4,1,7,clean
1,3,1,11,clean
1,59,1,20,clean
1,75,1,28,clean
1,86,1,37,clean
1,246,1,93,clean
1,12,1,39,clean
1,6,1,11,clean
1,5,1,10,clean
1,5,1,10,clean
1,5,1,7,clean
2,41,2,7,defective
1,81,1,147,clean
1,36,1,121,clean
1,4,1,56,clean
3,18,3,388,defective
5,97,5,153,defective
8,81,10,239,defective
2,15,2,62,clean
14,20,50,106,defective
1,42,1,6,clean
11,15,17,413,defective
1,260,1,77,clean
3,263,3,33,defective
1,109,1,25,clean
3,28,5,214,defective
3,76,3,255,clean
2,15,2,273,clean
1,9,1,685,clean
1,9724,1,67,clean
1,16,1,70,clean
1,51,1,9,clean
1,100,1,39,clean
1,132,1,261,clean
1,9,1,753,clean
1,10,1,2,clean
1,64,1,88,clean
3,10,3,4,clean
1,4,1,42,clean
1,36,1,100,clean
1,4,1,35,clean
1,62,1,0,clean
1,48,1,11,clean
1,144,1,162,clean
1,36,1,30,clean
3,31,3,1,clean
1,81,1,141,clean
1,1,1,4,clean
14,86,22,501,defective
1,4,1,26,clean
1,4,1,18,clean
1,1,1,23,clean
1,1,1,5,clean
1,185,1,104,clean
1,9,1,163,clean
1,9,1,66,clean
1,1,1,29,clean
3,167,3,146,clean
1,9,1,43,clean
1,227,1,156,clean
1,365,1,224,clean
1,393,1,228,defective
1,227,6,119,defective
1,77,1,32,clean
1,83,1,28,clean
1,110,1,48,clean
1,158,1,98,clean
1,379,1,228,clean
1,4,1,19,clean
1,1,1,19,clean
1,1,1,15,clean
1,16,1,98,clean
1,39,1,8,clean
1,50,1,19,clean
1,56,1,19,clean
1,96,1,50,clean
1,60,1,21,clean
1,106,1,56,clean
1,39,26,20,defective
1,39,1,8,clean
1,50,1,19,clean
1,56,1,19,clean
1,97,1,50,clean
1,60,1,21,clean
1,106,1,56,clean
1,39,1,8,clean
1,50,1,19,clean
1,39,1,8,clean
1,50,1,19,clean
1,39,1,8,clean
1,50,1,19,clean
1,39,1,8,clean
1,50,1,19,defective
1,39,1,8,clean
1,50,1,19,defective
1,39,1,8,clean
1,50,1,19,defective
1,41,1,11,clean
1,47,1,16,clean
1,8,1,48,clean
1,110,1,52,clean
1,230,1,98,defective
1,128,1,54,clean
1,167,1,62,clean
1,90,1,29,clean
1,8,1,39,clean
3,43,3,40,clean
1,15,1,61,clean
1,8,1,104,clean
3,200,4,294,clean
1,57,1,46,clean
1,57,1,46,clean
1,57,1,46,clean
1,57,1,46,clean
1,13,1,19,clean
10,12,11,691,defective
1,57,1,46,clean
1,1710,1,34,clean
1,51,1,9,clean
1,1232,1,76,clean
1,122,1,20,clean
1,1155,1,638,clean
1,12948,1,37,clean
1,1584,1,398,clean
1,30,1,1178,clean
1,57,1,46,clean
1,57,1,46,clean
1,21,1,288,clean
1,1,1,862,clean
1,78,1,1080,clean
1,4095,1,3039,defective
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
1,2261,1,386,clean
