@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,56,1,105,0,56,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,12,1,103,0,3,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,62,1,105,0,62,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,30,1,105,0,30,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
3,30,3,1199,0,4,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,33,1,36,0,33,clean
1,1,1,1199,0,1,clean
1,60,1,76,0,60,clean
1,1,1,1199,0,1,clean
2,11,2,57,0,6,clean
1,38,1,103,0,38,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,59,1,103,0,59,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,2,1,76,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,61,1,103,0,61,clean
1,1,1,1199,0,1,clean
1,55,1,103,0,55,clean
1,1,1,1199,0,1,clean
1,64,1,71,0,64,clean
1,1,1,1199,0,1,clean
1,43,1,103,0,43,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,36,1,103,0,6,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,69,1,105,0,69,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,56,1,71,0,56,clean
1,1,1,1199,0,1,clean
1,83,1,71,0,83,clean
1,1,1,1199,0,1,clean
1,74,1,105,0,74,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,57,1,71,0,57,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,59,1,105,0,59,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,87,1,105,0,87,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,69,1,71,0,69,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,103,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,54,1,71,0,54,clean
1,1,1,1199,0,1,clean
1,57,1,71,0,57,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,6,1,105,0,0,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,27,1,105,0,27,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,49,1,105,0,49,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,33,1,105,0,33,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,33,1,105,0,33,defective
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,10,1,76,0,10,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,26,1,105,0,26,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,1,1,1199,0,1,clean
1,957,1,1199,0,0,clean
1,957,1,1199,0,0,clean
4,5,4,13,0,9,clean
1,591,1,13,70,591,defective
2,116,2,13,11,62,clean
1,627,1,13,68,627,clean
2,5670,2,13,87,82,clean
1,81,1,57,90,9,clean
4,591,4,13,78,187,defective
1,32,1,13,0,32,clean
1,62,1,13,0,62,clean
1,136,1,13,0,8,clean
1,226,1,57,40,226,clean
1,36,1,57,60,6,clean
1,246,1,57,43,41,clean
1,37,1,57,0,37,clean
1,37,1,57,0,37,clean
1,26,1,57,0,26,clean
1,37,1,57,0,37,clean
1,3069,1,57,4,93,clean
1,28,1,57,0,28,clean
1,28,1,57,0,28,clean
1,44,1,57,0,44,clean
1,81,1,57,0,81,clean
1,43,1,57,0,43,defective
1,55,1,57,0,55,clean
1,28,1,57,0,28,clean
1,35,1,57,0,35,clean
1,35,1,57,0,35,clean
1,35,1,57,0,35,clean
2,164,2,57,12,82,clean
1,76,1,57,0,76,clean
1,26,1,57,0,26,clean
1,27,1,57,102,3,clean
1,4275,1,36,87,75,defective
1,12,1,57,65,12,clean
1,36,1,57,60,6,clean
2,16,2,57,0,36,clean
1,12,1,57,65,12,clean
1,67,1,57,3,67,clean
1,4158,1,57,68,54,clean
1,990,1,103,57,110,clean
2,1296,2,57,142,87,clean
1,6,1,103,76,6,clean
3,31,3,71,57,16,clean
2,979,2,103,90,65,clean
1,9676,1,103,69,118,clean
1,104,1,103,45,8,clean
1,1,1,103,2,1,clean
1,35,1,103,0,35,clean
1,33,1,105,0,0,clean
1,16872,1,103,79,111,defective
1,100,1,103,59,10,clean
1,6,1,105,59,6,clean
1,32480,1,76,59,280,clean
2,4200,3,103,85,70,defective
1,5,1,76,110,0,clean
1,5,1,103,91,5,clean
1,31,1,103,91,0,clean
1,39,1,103,91,0,clean
1,224,1,103,91,0,clean
1,1,2,103,0,1,clean
1,94,1,103,0,94,clean
1,42,1,103,0,0,clean
1,34,1,103,0,34,clean
1,16,1,105,0,4,clean
1,40,1,103,0,40,clean
1,68,1,105,0,0,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
2,56,2,103,0,28,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,1,1,103,0,1,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,12,1,103,0,3,clean
1,59,1,103,0,0,clean
1,34,1,103,0,34,clean
1,36,1,103,0,6,clean
1,39,1,71,0,39,clean
1,46,1,103,0,0,clean
1,1140,1,103,0,0,clean
1,9676,1,103,69,118,clean
1,1,1,103,75,1,clean
5,181,5,103,16,23,defective
2,237,2,105,24,42,clean
1,2,1,71,23,0,clean
1,8,1,76,27,8,clean
1,114736,1,103,232,404,clean
1,196,1,103,143,49,clean
1,3,1,105,140,0,clean
1,16,1,71,159,16,clean
1,196,1,103,143,49,clean
2,134,2,105,98,68,clean
1,756,1,103,377,28,clean
1,70064,1,105,411,302,clean
1,70064,1,105,411,302,clean
1,400,1,105,159,20,clean
1,2115,1,36,157,45,clean
8,10294,8,105,76,103,defective
1,12,1,105,23,0,clean
1,4284,1,76,24,63,clean
3,8,17,105,28,4,clean
1,702,2,105,60,389,defective
1,702,2,105,60,389,defective
1,610,1,36,134,122,defective
1,751,1,105,134,0,clean
2,14,2,105,0,29,clean
1,60,1,105,0,6,clean
1,31,1,105,0,0,clean
1,68,1,105,0,68,clean
1,16,1,105,0,4,clean
1,16,1,105,0,4,clean
1,16,1,105,0,4,clean
1,44,1,105,0,44,clean
1,16,1,105,0,4,clean
1,16,1,105,0,4,clean
1,16,1,105,0,4,clean
1,62,1,105,0,62,clean
1,16,1,105,0,4,clean
1,2,1,105,0,2,clean
1,26,1,71,0,26,defective
1,72,1,105,0,72,clean
1,72,1,105,0,72,clean
1,72,1,105,0,72,clean
1,72,1,105,0,72,clean
1,82,1,105,0,0,clean
1,16,1,105,0,4,clean
1,18,2,105,0,28,defective
1,2970,1,105,0,55,clean
1,25,1,105,0,5,clean
1,48,1,76,0,48,clean
1,41,1,105,0,0,clean
1,24,1,105,0,0,clean
1,68,1,105,0,0,clean
1,31,1,105,0,0,clean
1,110,1,105,0,11,clean
2,62,2,105,0,31,clean
1,60,1,105,0,6,clean
1,68453,1,105,32,77,defective
1,610,1,36,134,122,defective
2,62,2,105,0,31,clean
2,62,2,105,0,31,clean
1,2028,2,105,11,26,clean
1,3712,1,36,0,0,clean
1,2300,1,36,172,50,clean
1,1368,1,71,216,18,clean
1,25,1,36,121,5,clean
1,7160,1,76,103,40,clean
1,14,1,7,83,0,clean
1,10948,1,36,0,119,clean
1,81,1,36,0,9,clean
1,95,1,36,0,95,clean
3,49,3,36,0,18,clean
1,77,1,36,0,0,clean
1,4,1,36,132,4,clean
1,10948,1,36,0,119,clean
1,2690408,1,36,343,1796,clean
2,120,2,36,142,13,defective
1,10350,1,71,215,90,clean
1,1989,1,71,137,51,clean
1,21,1,71,121,0,clean
1,4,1,7,121,2,clean
1,192,1,71,216,8,clean
1,192,1,71,216,8,clean
1,22,1,71,124,22,clean
1,1368,1,71,216,18,clean
1,66,1,71,216,0,clean
2,31,2,71,0,13,clean
1,57,1,71,0,0,clean
1,92092,6,71,120,356,clean
1,92092,2,71,55,175,clean
1,149742,2,71,70,226,clean
1,92092,6,71,120,356,clean
1,990,3,71,143,30,clean
1,93024,2,71,55,176,clean
1,878,1,71,0,0,clean
1,92092,3,71,120,356,clean
1,990,3,71,143,30,clean
1,92092,3,71,120,356,clean
1,990,3,71,143,30,clean
1,990,3,71,143,30,clean
1,92092,3,71,120,356,clean
1,92092,6,71,60,192,clean
1,92092,3,71,120,356,clean
1,92092,3,71,120,356,clean
1,92092,3,71,120,356,clean
1,92092,3,71,120,356,clean
1,92092,3,71,120,356,clean
1,92092,6,71,60,192,clean
2,1132,2,71,45,378,clean
1,92092,3,71,120,356,clean
1,1368,1,71,216,18,clean
1,92092,3,71,120,356,clean
1,92092,6,71,60,192,clean
1,92092,3,71,120,356,clean
1,4516,1,76,2,4516,clean
1,4516,1,76,2,4516,clean
1,4516,1,76,2,4516,clean
1,4516,1,76,2,4516,clean
1,1067,1,76,2,0,clean
1,1398,1,76,2,0,clean
1,45,1,76,49,45,clean
1,13570,1,76,254,118,clean
1,131,1,76,175,0,clean
1,7160,6,76,77,20,clean
1,5,1,76,110,0,clean
1,11,3,76,4,11,clean
1,13,1,76,0,13,clean
1,13,1,7,0,0,clean
1,4516,1,76,2,4516,clean
1,39,1,76,2,0,clean
1,67,1,76,2,0,clean
1,67,1,76,2,0,clean
1,80,1,76,2,0,clean
1,41,1,76,2,0,clean
1,39,1,76,2,0,clean
1,499,1,76,5,499,clean
1,16,1,76,0,16,clean
1,16,1,76,0,16,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,31,1,76,5,0,clean
1,10,1,76,0,10,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,10,1,76,0,10,clean
1,499,1,76,5,499,clean
1,22,1,76,0,22,clean
1,499,1,76,5,499,clean
1,32,1,76,5,0,clean
1,22,1,76,0,22,clean
1,499,1,76,5,499,clean
1,499,1,76,5,499,clean
1,16,1,76,0,16,clean
1,2837,1,76,0,0,clean
1,2837,1,76,0,0,clean
1,1398,1,76,0,0,clean
1,16,1,76,0,16,clean
1,33,1,76,0,0,clean
1,125,1,76,0,0,clean
1,130,1,76,0,0,clean
1,109,1,76,0,0,clean
1,2837,1,76,0,0,clean
1,43,1,7,0,0,clean
2,699,2,63,0,349,clean
2,699,2,63,0,349,clean
2,699,2,63,0,349,clean
2,699,2,63,0,349,clean
2,1152,2,63,0,34,clean
1,19,1,63,0,0,clean
1,276,1,63,20,276,clean
1,1092,1,87,3,21,clean
1,276,1,63,20,276,clean
1,1092,1,87,3,21,clean
2,110,2,63,556,21,clean
1,2,1,63,437,2,clean
1,6952,1,19,429,88,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,2,1,63,23,2,clean
1,8,1,553,23,4,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
1,194,1,63,7,194,clean
3,6,3,63,254,22,clean
8,154,8,553,161,32,defective
6,1,6,87,130,29,clean
3,64,4,22,12,61,clean
4,132,4,45,167,104,clean
1,225,1,63,69,15,clean
2,729,2,553,69,27,clean
