@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R4,9'

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {defective,clean}

@data
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
2,2,1,22491,2,1742,14408,11223,22,clean
2,2,1,22491,2,1742,14408,11223,22,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
2,2,1,22491,2,1742,14408,11223,22,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
2,2,1,22491,2,1742,14408,11223,22,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,10607,1,1742,3914,10607,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,20525,1,1742,5808,20525,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,21949,2,1742,3060,10974,0,clean
1,1,1,20525,1,1742,5808,20525,0,clean
1,1,1,43231,3,1742,6738,14410,0,clean
3,3,3,12,8,1742,2858,6474,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,21949,2,1742,3060,10974,0,clean
1,1,1,20525,1,1742,5808,20525,0,clean
1,1,1,239,1,319,526,203,36,clean
1,1,1,659,1,259,488,659,0,defective
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
1,1,1,22401,1,1742,14408,22401,0,clean
