@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
3,1474,3,492,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
3,575,3,491,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
2,1474,2,737,clean
1,24,1,24,clean
1,24,1,24,clean
3,199,5,32,clean
1,56,1,1,clean
3,25,3,2,clean
6,105,6,21,clean
2,146,2,24,clean
2,146,2,24,clean
5,105,5,30,clean
2,146,2,24,clean
3,146,3,16,clean
2,146,2,24,clean
4,105,4,37,clean
4,105,4,37,clean
2,146,2,24,clean
4,99,4,380,clean
2,99,2,22,clean
3,99,3,14,clean
1,44,1,44,clean
1,44,1,44,clean
2,49,2,50,clean
4,105,4,25,clean
2,105,2,24,clean
1,12,1,0,clean
2,146,2,24,clean
3,324,3,25,clean
3,99,3,30,clean
2,51,2,6,clean
2,51,2,6,clean
2,51,2,6,clean
4,324,4,31,clean
2,324,2,26,clean
2,146,2,24,clean
4,324,4,19,clean
3,105,3,33,clean
3,105,3,24,clean
3,105,3,33,clean
3,324,3,25,clean
2,30,2,2,clean
2,146,2,24,clean
4,324,4,31,clean
2,146,2,24,clean
1,309111,1,551,clean
1,81,2,23,clean
1,1,1,0,clean
1,16,1,4,clean
1,164088,1,636,clean
4,543,4,62,clean
1,142,1,0,clean
1,27,1,9,clean
1,24849,1,3,clean
1,521,1,521,defective
1,25,1,5,clean
1,189,1,21,clean
1,4,1,0,clean
2,1694,2,62,defective
1,5,1,5,clean
1,5,1,0,clean
1,2,14,2,clean
1,476,1,2,clean
2,1694,2,62,defective
1,957,1,29,clean
1,4,1,4,clean
1,108,1,6,clean
1,14,1,14,clean
1,756,1,27,clean
1,154,1,0,clean
1,18205,1,331,defective
2,84,2,14,clean
1,80,1,10,clean
1,756,1,27,clean
2,256,2,43,clean
2,25,3,105,clean
1,756,1,27,clean
1,6,1,1,clean
3,277,7,107,clean
1,3363,2,30,clean
1,225,2,13,clean
1,225,2,13,clean
1,214,1,214,clean
2,225,4,17,clean
2,225,4,17,clean
1,198,1,11,clean
2,44,2,7,clean
1,72,1,2,clean
1,9,1,0,clean
11,472,13,393,defective
1,1368264,1,1213,clean
4,1103,5,683,defective
1,1368264,1,1213,clean
1,225,1,15,clean
1,225,1,15,clean
1,512,1,16,clean
1,10170,2,515,clean
1,40,1,0,clean
1,4,1,4,clean
1,5,1,0,clean
2,102,2,28,clean
3,512,4,11,clean
1,225,2,13,clean
2,4,3,758,defective
1,214,1,214,clean
1,11,1,0,clean
2,1103,3,1125,defective
1,1368264,1,1213,clean
1,98,1,98,clean
1,4,1,2,clean
1,1,1,1,clean
1,137,1,0,clean
2,882,2,43,clean
1,10332,1,126,clean
2,47073,3,182,clean
1,4,1,0,clean
1,8,1,4,clean
1,85,1,5,clean
1,85,1,5,clean
1,65,1,65,clean
2,6,2,5,clean
1,42,1,6,clean
1,606,1,3,clean
1,56,1,7,clean
1,420,1,6,clean
1,420,1,6,clean
1,420,1,6,clean
1,8,1,4,clean
1,132,1,11,clean
1,6,1,6,clean
1,1,1,1,clean
2,13,2,5,clean
2,4,2,12,clean
1,1044483,1,1023,clean
1,737881,1,859,clean
2,52,2,0,clean
2,9,2,3,clean
8,20,13,39,defective
3,80,3,52,clean
4,2,4,13,clean
9,3,12,7,defective
11,4,13,7,clean
1,34338,1,194,clean
1,2,1,1,clean
1,4,1,4,clean
2,32,3,2,clean
1,9,4,809,defective
1,14,1,7,clean
2,2278,10,13,defective
1,4,1,2,clean
1,10,1,1,clean
1,240,1,15,clean
1,10,1,5,defective
2,30,2,16,defective
3,10,3,345,clean
5,76,6,32,clean
6,32,7,35,clean
7,7,9,16,clean
3,35,3,8,clean
1,15600,1,130,clean
3,92,3,49,clean
2,5815,2,112,clean
2,310,2,5,clean
1,170,1,10,clean
1,172,2,2,clean
1,60,2,12,clean
1,132,1,11,clean
4,2,9,118,defective
1,226,1,113,clean
2,2429,2,111,clean
1,4,1,1,clean
3,14,4,4,clean
3,3022,5,722,defective
5,3022,5,636,defective
1,8,1,4,clean
5,9,5,17,clean
3,331,3,403,defective
1,737881,1,859,clean
2,346,7,1,defective
26,123,42,177,defective
9,273,14,189,defective
18,185,20,39,defective
19,131,25,12,defective
14,17,21,17,defective
1,240,1,15,clean
1,15180,1,115,clean
3,8550,3,349,clean
1,737881,1,859,clean
1,40,3,3,clean
3,342,5,58,defective
1,910,1,10,defective
1,435,4,2,clean
7,29,7,7,defective
1,435,8,1,clean
4,480,4,257,clean
1,737881,1,859,clean
1,12,7,1,clean
25,534,31,77,defective
4,8281,5,304,defective
6,8,6,7,clean
12,4,24,5,defective
3,10,5,9,clean
20,490,34,271,defective
4,112,13,4,defective
4,8096,4,152,defective
1,18,2,1,clean
1,3876,1,68,defective
1,2688,1,48,clean
1,1044483,1,1023,clean
1,737881,1,859,clean
1,6,1,1,defective
1,1452,1,33,clean
1,145,1,29,clean
1,68,1,4,clean
8,1462,9,442,defective
1,7,1,1,clean
2,64,2,3,clean
2,566,3,1127,defective
2,9,2,3,clean
1,4150,2,50,clean
1,1968,1,984,clean
1,42968,1,262,clean
1,9700,1,100,clean
4,21,4,260,clean
1,737881,1,859,clean
3,37,7,3,clean
5,51,7,7,defective
2,121,2,52,clean
1,4,1,2,clean
1,21,2,2,clean
2,61,3,7,defective
53,186,99,123,defective
13,2191,32,54,defective
44,57,78,118,defective
9,18167,24,76,defective
3,34,3,22,clean
5,22,14,50,defective
22,69,46,27,defective
10,2,21,34,defective
21,83,29,80,defective
16,261,17,19,defective
5,1144,5,107,defective
1,90,1,30,clean
3,279,3,61,clean
7,676,7,124,defective
1,16,1,8,clean
3,602,3,39,defective
7,147,8,25,defective
5,68,5,28,defective
7,2,7,17,clean
4,4,6,6,clean
2,1160,2,95,clean
1,465,1,15,defective
2,20,2,1,clean
1,2387,2,11,clean
1,8,1,1,clean
1,24,1,8,clean
2,433,2,47,clean
2,64,2,15,clean
4,70,4,50,clean
1,26,1,26,clean
2,30,2,84,clean
8,126,10,36,clean
1,348,1,29,clean
1,782,1,0,clean
2,12,10,18,defective
3,77,4,10,defective
7,24,9,7,defective
3,30,8,16,clean
4,10,4,7,defective
8,251,8,89,defective
4,195,6,39,clean
1,228,1,19,clean
1,78,1,6,clean
1,576,1,24,clean
2,6,2,2,clean
11,732,13,89,defective
2,737881,2,431,clean
1,54,1,54,clean
1,72,2,8,clean
2,1014,2,41,defective
1,13,3,1,clean
5,98,13,10,defective
7,834,13,26,defective
2,5,3,6,clean
4,435,6,54,defective
6,14,16,4,clean
42,29,84,81,defective
2,154,19,64,defective
3,8550,3,349,clean
1,737881,1,859,clean
1,12,3,1,clean
1,1044483,1,1023,clean
1,737881,1,859,clean
1,61404,1,238,clean
1,54,1,18,clean
1,260,1,13,clean
1,3022,2,1784,defective
1,5,1,5,clean
6,384,8,70,clean
5,310,5,85,clean
1,2172,1,181,clean
1,51,1,1,clean
1,51,1,1,clean
2,312,2,107,clean
1,33,1,11,clean
1,650,1,65,clean
1,33,1,11,clean
1,1044483,1,1023,clean
2,28837,2,454,clean
2,424,2,205,clean
8,982,8,35,defective
3,694,3,64,clean
1,9,1,3,clean
1,400,1,20,clean
5,5,5,464,defective
6,91,7,180,defective
2,243,6,28,clean
1,5,1,5,clean
1,222,1,37,clean
1,57,1,3,clean
1,346,1,0,clean
3,75,5,21,defective
2,89,7,13,defective
3,9,5,3,defective
1,1156,1,34,clean
2,592,2,79,clean
1,4,1,2,clean
1,286,1,22,clean
1,228,1,12,clean
1,72,1,24,clean
3,6984,3,77,defective
1,24,1,6,defective
3,1221,3,13,defective
1,22,2,1,clean
1,4,1,4,clean
2,8,2,3,clean
1,16,1,4,clean
1,66,1,11,clean
1,49,1,7,clean
1,126,1,21,clean
3,976,3,38,defective
1,174,1,29,clean
2,158,2,16,clean
2,22,2,6,clean
1,132,1,11,clean
1,45,1,3,clean
1,1593,1,59,defective
1,372,1,31,clean
2,32,2,5,clean
1,30,1,6,clean
1,3,1,1,clean
1,72,1,8,clean
1,4150,2,50,clean
1,1968,1,984,clean
5,16,5,12,clean
1,3022,2,1784,defective
1,95,1,1,clean
1,3,1,3,clean
23,135,28,140,defective
2,15,2,22,clean
1,21,1,3,clean
1,120,1,10,clean
3,37,3,1023,defective
1,9,1,1,clean
1,8583399,1,3047,defective
2,504,2,20,clean
1,12,1,2,clean
1,3132,1,116,clean
1,24,1,3,clean
1,38,1,19,clean
1,2394,1,63,defective
9,28,9,120,defective
3,2272,4,217,clean
3,25,4,1,clean
2,46,2,11,defective
1,6314,1,82,clean
1,6314,1,82,clean
4,1926,4,502,defective
1,104,1,13,clean
1,4150,2,50,clean
1,1968,1,984,clean
2,281,3,13,defective
1,1612,1,31,clean
1,12,1,4,clean
1,42968,1,262,clean
2,42968,2,642,clean
1,737881,1,859,clean
1,346,1,0,clean
1,16,1,8,clean
2,18,4,1,clean
1,9,1,3,clean
1,1537,1,0,clean
1,15,1,3,defective
1,39,2,11,clean
1,12,1,6,clean
1,306,1,18,clean
1,650,1,65,clean
1,353,1,0,clean
1,30,2,4,clean
1,1701,1,63,clean
3,246,4,45,clean
3,987,4,90,clean
1,4452,1,84,clean
2,14139,4,900,defective
3,10094,9,37,defective
2,216,2,36,defective
3,30,3,10,defective
1,4,2,2,clean
2,25596,3,103,clean
2,4,2,3,defective
3,9,3,25,clean
3,225561,3,172,defective
4,1169,4,167,clean
1,38010,1,543,clean
2,5,3,47,clean
2,3022,2,1515,defective
2,4,2,26,clean
1,884,1,34,clean
1,756,1,14,clean
1,40,1,20,clean
2,10,2,10,clean
7,262,7,612,defective
6,3261,6,276,defective
10,34,13,3,defective
1,40,1,20,clean
2,118,6,6,clean
1,42968,1,262,clean
1,12,1,6,clean
2,985,2,145,defective
1,630,1,3,defective
1,4150,1,50,clean
2,528,2,40,defective
1,1276,1,22,clean
1,2208,1,368,clean
1,3869,1,73,clean
6,5497,8,582,defective
3,6866,5,296,defective
2,651965,3,2001,defective
1,5138,2,9,defective
6,3523,8,155,defective
1,42,1,1,clean
1,42,1,6,clean
1,1452,1,33,clean
1,16182,1,186,defective
1,142,1,0,clean
2,638,2,40,defective
1,884,1,34,clean
1,120,1,10,clean
1,1044483,1,1023,clean
1,24,1,8,clean
1,24,1,8,clean
1,102,1,17,clean
1,12,2,6,defective
3,17,3,6,defective
2,4,2,3,defective
2,64,2,33,clean
1,137,1,137,clean
2,1968,2,494,clean
2,646,3,43,clean
1,1050,1,50,clean
1,1276,2,22,clean
1,342,1,18,clean
1,9,1,3,clean
2,6,3,26,clean
1,180,1,20,clean
3,7281,4,59,defective
2,4717,3,60,clean
1,1716,1,52,clean
1,65,1,65,defective
1,100,1,5,defective
3,100,3,138,defective
1,42968,1,262,clean
1,42968,1,262,clean
1,561,1,17,clean
1,561,1,17,clean
1,561,1,17,clean
3,1800,3,48,clean
1,3135,1,55,clean
1,4,1,2,clean
1,16,1,4,clean
1,66,1,11,clean
1,561,1,17,clean
1,561,1,17,clean
1,561,1,17,clean
1,6,1,6,clean
1,12,1,6,clean
1,12,2,6,clean
1,50,1,5,clean
7,191,7,1095,clean
9,99900,9,346,clean
5,36100,5,286,clean
6,9700,6,174,clean
5,5334,5,1467,clean
784,28,1505,26,defective
502,44,898,13,defective
472,26,818,19,defective
762,47,1343,13,defective
699,34,1244,11,defective
9,28,9,20,defective
4,168,4,14,defective
1,42,3,1,clean
2,68,2,9,clean
1,66,1,11,clean
1,34338,1,194,clean
1,108,1,18,defective
5,37,5,616,defective
1,12,1,2,clean
1,2,1,2,clean
2,140,2,7,clean
1,8583399,1,3047,defective
2,504,2,20,clean
1,12,1,2,clean
1,16,1,4,clean
1,21,1,7,clean
3,70,3,15,clean
1,126,1,14,clean
2,156,2,3073,clean
1,8,1,2,clean
2,4122,2,214,clean
2,2103,2,84,clean
3,25788,3,2407,clean
2,34665,2,1528,defective
2,124,4,21,defective
1,6,1,6,clean
1,18,1,6,clean
1,1105,1,65,clean
1,16,1,4,clean
1,21,1,7,clean
2,4332,2,109,defective
4,182,4,129,clean
1,18,1,2,clean
2,8,3,3,defective
1,8,1,4,clean
2,26,2,6,defective
1,4,1,1,defective
1,9,1,3,clean
1,24,1,3,clean
1,6143,1,6143,clean
1,404127,1,747,clean
1,84,2,0,clean
3,60,3,2050,clean
1,404127,1,747,clean
2,634,2,1,clean
13,745,14,163,defective
7,9176,9,212,defective
11,1685,13,184,defective
7,61,9,22,defective
6,1995,6,370,defective
1,4526,1,62,clean
1,42700,1,244,clean
2,18724,3,723,clean
1,22,1,22,clean
1,21,1,7,clean
2,42,2,13,clean
1,1178,1,19,clean
1,14400,1,200,defective
2,188,2,17,clean
1,14400,1,200,defective
1,1770,1,30,clean
1,6,1,1,clean
3,5547,3,179,clean
2,391,2,71,clean
1,72,1,8,clean
3,187,3,20,defective
3,22,3,3,clean
2,342,6,45,clean
1,306,1,18,clean
1,2208,1,368,clean
2,14,2,40,clean
7,391,9,152,defective
5,10094,12,38,defective
7,763,8,491,defective
6,8192,12,577,clean
1,2208,1,368,clean
1,1364,1,22,clean
1,546,1,546,defective
1,1420,1,71,clean
1,44,1,1,clean
16,73,26,174,defective
7,135,9,105,defective
8,23,9,3,defective
9,34,11,7,defective
8,34,9,38,defective
2,876,2,53,defective
2,587,2,93,defective
2,196,2,9,clean
4,113,4,774,defective
2,169,6,4,defective
1,5,1,5,clean
1,20803,1,293,clean
2,346,2,0,clean
1,81,1,9,clean
2,42,2,20,clean
11,57,14,24,defective
3,131,3,31,clean
1,26,1,2,clean
8,11,10,8,clean
8,1391,9,34,defective
1,140,1,14,clean
4,17,8,8,defective
3,545,3,40,clean
4,728,4,11,defective
3,655,5,45,defective
1,3710,1,371,clean
92,265,270,74,defective
1,32,1,4,clean
1,20,1,4,clean
1,176,1,11,clean
2,1328,2,24,clean
1,628,1,0,clean
3,1523,4,266,clean
2,7683,2,431,clean
1,72,1,8,clean
1,252,1,14,clean
3,78,3,6,clean
7,53,10,21,clean
1,4851,1,441,defective
2,6188,2,38,clean
2,41,2,15,clean
1,5,1,1,clean
1,2208,1,368,clean
3,1364,3,43,clean
1,110,1,11,clean
1,1004,1,4,clean
3,25,3,11,clean
1,346,1,0,clean
1,72,1,8,clean
1,11877,1,111,clean
1,4,1,2,clean
1,1044483,1,1023,clean
1,737881,1,859,clean
1,346,1,0,clean
2,22,3,1,clean
1,28,3,1,clean
14,392,21,101,defective
9,885,11,225,defective
16,1237,18,149,defective
6,246,7,484,defective
9,759,9,272,defective
16,772,19,580,defective
21,4229,23,274,defective
19,1602,22,201,defective
19,3174,20,279,defective
12,1290,12,654,clean
12,2272,16,163,defective
8,2159,10,254,defective
8,933,10,211,defective
4,1071,5,675,defective
4,2111,4,46,clean
12,414,16,147,defective
13,524,15,166,defective
13,956,15,199,defective
5,1071,6,567,defective
4,2111,4,46,clean
24,428,31,115,defective
15,1219,18,189,defective
12,735,14,165,defective
12,87,13,280,defective
7,21281,11,237,defective
1,20,1,5,clean
4,128,4,30,defective
4,1536,4,82,clean
2,46,2,1,clean
1,1044483,1,1023,clean
2,4934,2,431,clean
2,41,2,0,clean
2,7,3,1,clean
1,4150,2,50,clean
1,1968,1,984,clean
1,1540,1,35,clean
1,628,1,0,clean
5,461,5,31,clean
2,42,2,8,clean
4,1383,4,43,clean
2,1240,2,22,clean
1,300,1,30,defective
1,1178,1,19,clean
1,3022,2,1784,defective
2,35,2,11,clean
1,16,1,4,clean
2,749,2,101,defective
3,188,3,13,clean
2,960,2,104,defective
2,341,2,18,clean
83,369,150,119,defective
52,584,76,78,defective
33,370,41,135,defective
66,376,87,79,defective
50,1301,73,161,defective
1,54,1,2,clean
1,8,1,4,defective
1,118,1,2,clean
11,1341,18,27,defective
5,888,5,120,clean
3,13,3,6,clean
3,44,3,9,clean
5,91,5,33,defective
2,112,2,15,clean
1,5445,2,71,defective
1,4,1,2,clean
1,8,1,1,clean
2,43,2,33,clean
1,1044483,1,1023,clean
1,737881,1,859,clean
1,4,1,2,clean
2,1758,2,40,clean
3,231,3,28,clean
8,411,10,147,defective
5,1003,5,231,clean
5,7,5,2,clean
8,276,8,15,defective
6,117,6,22,defective
3,14,5,25,clean
3,30,3,27,defective
1,49,1,7,clean
1,4,1,1,clean
2,16,2,13,defective
1,6,1,6,clean
1,9,1,1,clean
9,77,16,128,defective
4,1262,5,51,defective
13,121,25,22,defective
18,175,26,298,defective
15,70,29,15,defective
2,216,2,36,defective
1,15600,1,130,clean
2,446,2,73,clean
2,5815,2,112,clean
1,2208,1,368,clean
1,1364,1,22,clean
55,96,137,109,defective
26,2035,98,49,defective
2,22,2,14,clean
2,669,2,335,defective
4,5340,6,40,defective
1,98,1,14,clean
6,328,6,12,defective
1,24,1,8,clean
2,3022,2,1515,defective
8,13,18,9,defective
4,901,4,229,defective
2,6,3,4,clean
6,55,8,49,defective
6,958,6,107,defective
14,255,16,85,defective
5,6013,7,128,defective
7,37,9,7,clean
6,117,7,15,defective
5,30,5,9,defective
4,10492,4,185,defective
2,607,2,30,defective
2,34,4,0,clean
2,64,4,8,clean
1,56,2,4,clean
3,117,4,2,clean
1,7,1,7,clean
1,30,1,10,clean
1,24,1,6,clean
1,49,2,1,clean
2,3598,2,119,clean
3,641,3,266,clean
3,14363,3,2406,clean
1,736,1,32,clean
1,6,1,6,clean
1,21,1,7,clean
1,34,1,1,clean
2,21,2,1,clean
1,20803,1,293,clean
1,650,1,50,clean
3,207,3,41,clean
1,324,1,18,clean
1,20803,1,293,clean
5,370,8,46,defective
3,12,3,10,clean
4,737,4,72,defective
1,175,1,7,clean
1,1050,1,50,clean
1,3145,1,185,clean
1,4,1,2,clean
2,124,3,1,clean
2,742,2,371,defective
1,12,2,77,defective
1,144,2,8,clean
3,233,3,447,defective
1,180,2,13,clean
1,5,1,5,clean
1,15,1,5,clean
2,5334,2,3480,clean
1,49,1,1,clean
1,5,1,1,clean
1,75,1,5,clean
1,6,2,1,clean
1,404127,1,747,clean
5,1230,5,1450,clean
4,3598,4,151,clean
1,46765052,1,6833,clean
1,160,1,80,clean
1,32,1,16,clean
3,419,3,72,clean
3,243,3,60,defective
3,154435,3,2283,clean
1,56,4,2,clean
1,10,1,10,clean
1,884,1,34,clean
2,756,3,11,clean
1,111,1,37,defective
1,736,1,32,clean
2,913,6,39,clean
2,117,2,102,defective
2,78,2,11,clean
2,239,2,78,defective
1,45,1,9,clean
1,5,2,1,clean
1,15120,1,126,clean
1,1872,1,52,clean
1,621,1,23,clean
1,1050,1,50,clean
1,3145,1,185,clean
1,289,1,17,clean
1,5580,1,60,clean
2,7,2,4,clean
1,125,1,125,defective
1,4,1,4,defective
7,404127,7,351,clean
6,543,6,222,clean
4,1101,4,163,clean
4,1230,4,1780,clean
1,1160,1,10,clean
2,169,4,6,defective
1,11,1,1,clean
1,273,1,21,clean
1,9,1,3,clean
1,910,1,10,defective
1,38,1,38,clean
2,1200,2,186,defective
1,10773,2,118,defective
1,224,1,14,clean
2,61,2,31,clean
2,61,2,31,clean
1,3,7,40,clean
16,366,18,47,defective
25,181,32,127,defective
24,129,31,85,defective
1,3124,2,44,defective
1,40,1,8,clean
1,414,1,9,clean
1,6,2,5,clean
3,6798,4,74,clean
3,319,3,43,clean
2,3598,2,119,clean
1,1208,1,604,clean
1,46765052,1,6833,clean
1,9,1,9,clean
1,360,1,20,defective
1,38,1,38,clean
1,20803,1,293,clean
1,4984,1,356,defective
1,20803,1,293,clean
1,20803,1,293,clean
2,233,2,595,defective
3,637,3,129,defective
1,5580,1,60,clean
2,61,2,31,clean
2,61,2,31,clean
1,12,1,4,clean
8,41,18,21,defective
3,6,3,6,clean
4,27,20,4,defective
1,160,1,80,clean
1,1208,1,604,clean
3,11,8,27,defective
11,392,13,81,defective
12,43,13,283,defective
14,93,18,67,defective
1,108,2,16,defective
1,160,1,80,clean
2,5815,2,112,clean
2,367,2,118,defective
1,900,1,150,clean
2,37,2,12,clean
1,29,2,17,clean
2,315,2,58,clean
1,130,1,65,clean
5,90,6,22,clean
3,18,3,21,clean
2,225561,3,237,defective
1,6392,1,136,clean
1,196,1,14,clean
2,228,2,29,defective
1,30,1,6,defective
1,21,2,5,clean
5,10,5,4,clean
2,9,2,3,clean
1,33,1,1,clean
1,346,1,0,clean
2,67,3,17,defective
1,525,1,25,defective
2,340,2,15,clean
2,99,2,1,clean
1,75,2,45,clean
3,1658,3,157,defective
1,744,1,31,clean
7,2185,8,57,defective
11,3800,11,45,defective
26,2015,27,53,defective
11,772,11,32,defective
1,4484,1,76,clean
1,4,1,2,clean
1,346,1,0,clean
1,30,1,10,clean
1,91,1,13,clean
1,30,1,5,clean
2,24,2,20,defective
1,30,1,6,clean
3,416,3,72,defective
1,6,3,1,clean
3,725,3,41,clean
1,9,1,3,clean
1,16,1,4,clean
1,5,1,1,clean
2,45,2,0,clean
3,6,3,1,clean
1,117,1,1,clean
1,4,1,2,clean
1,21,1,1,clean
3,2930,3,96,clean
1,14,1,2,clean
1,29,1,29,clean
1,2368,1,74,clean
3,3373,4,115,clean
2,22,2,5,clean
1,21,1,1,clean
1,20,1,2,clean
1,3869,1,73,clean
1,110,1,11,clean
1,1004,1,4,clean
3,5,3,4,clean
1,23,1,23,defective
1,5,1,5,clean
1,63,1,3,clean
2,6392,2,69,clean
2,132,2,3,clean
2,228,2,29,defective
1,1926,1,214,defective
1,21,1,1,clean
1,5,1,1,clean
1,116,1,116,clean
2,20,2,1,clean
1,2387,1,11,clean
1,150,1,50,clean
1,6,1,6,clean
1,10,1,5,clean
1,12,1,2,clean
2,302,2,58,defective
1,144,2,97,clean
1,150,1,50,clean
1,144,1,144,clean
4,19,4,41,clean
1,63,1,3,clean
2,10,2,73,clean
1,14,1,7,clean
1,1004,1,4,clean
1,14,1,7,clean
1,1004,1,4,clean
1,24,1,2,clean
2,7,2,1,clean
3,10,4,6,defective
2,91,2,302,clean
1,2,1,2,clean
1,4,1,4,clean
1,9,1,9,clean
1,2,1,0,clean
2,16,2,5,clean
3,4,3,2,clean
1,94,1,0,clean
1,28,1,7,clean
1,832,1,0,clean
1,6392,1,136,clean
1,196,1,14,clean
1,116,1,116,clean
1,3869,1,73,clean
1,1004,1,4,clean
1,84,1,4,clean
1,10,1,5,clean
1,2112,1,48,clean
5,3,5,24,defective
1,18,1,1,clean
1,109,1,109,clean
1,2172,1,181,clean
1,377,1,0,clean
1,6528,1,102,defective
4,64,4,71,clean
1,63,1,3,clean
2,52,2,0,clean
3,52,3,0,clean
1,22,2,1,clean
1,345,1,5,defective
1,4185,1,93,clean
1,9920,1,160,clean
1,345,1,5,defective
2,5,2,4,clean
1,346,1,0,clean
1,16,1,2,clean
1,45,1,3,clean
3,30,4,17,clean
1,175,1,7,clean
1,9,4,31,clean
3,2,4,4,clean
2,5,2,3,clean
1,4,1,4,clean
1,12,2,9,clean
1,3,1,1,clean
1,175,1,7,clean
1,921,1,921,defective
1,16182,1,186,defective
1,16182,1,186,defective
2,1926,2,114,defective
1,16182,1,186,defective
1,1584,1,48,defective
2,14,2,8,clean
1,1584,1,48,defective
9,91,11,22,defective
1,6,4,2,defective
3,551,3,742,defective
2,298,2,43,clean
5,841,5,432,defective
2,150,2,5,defective
1,6392,1,136,clean
1,196,1,14,clean
2,72,2,24,defective
2,14,2,7,clean
1,44,1,1,defective
1,23,1,23,clean
30,39,56,14,defective
4,32,15,10,clean
1,60,1,4,clean
1,1968,1,984,clean
1,13200,1,176,defective
1,227,1,1,clean
2,3,2,2,clean
1,739,1,0,clean
1,14,1,14,clean
2,315,3,42,clean
1,1000,1,25,clean
1,2387,2,6,clean
2,3379,2,1718,defective
1,243,1,243,clean
1,243,1,243,clean
33,155,74,92,defective
21,1046,24,207,defective
1,6015,1,401,clean
1,488,6,77,clean
1,9,1,3,defective
1,4,1,2,clean
1,18,1,1,clean
2,8,2,2,clean
1,81,1,9,clean
1,4,1,2,clean
5,33,7,50,defective
4,12769,5,123,defective
2,10,4,37,clean
1,2,1,2,clean
1,3379,1,3379,defective
1,169,1,13,clean
1,739,1,0,clean
1,30,1,15,clean
2,15,2,6,clean
3,3373,4,115,clean
1,8,1,8,clean
1,323,1,19,clean
3,3373,4,115,clean
2,3373,3,102,clean
3,3373,4,115,clean
3,3373,4,115,clean
2,21,2,13,clean
5,1926,11,30,defective
4,28,4,852,defective
2,60,2,11,clean
1,4,1,4,clean
2,9,2,3,clean
1,40,1,10,defective
1,4,1,2,clean
1,94,1,0,clean
1,4,1,2,clean
1,5518,1,89,clean
2,18312,2,1006,clean
1,646,2,26,clean
1,6015,1,401,clean
1,6188,1,68,clean
2,476,2,26,defective
2,8,3,5,clean
2,14,2,9,clean
1,32,1,32,clean
1,16,1,4,clean
1,94,1,0,clean
1,12,1,6,clean
1,5,1,5,clean
1,65,1,13,clean
2,189,2,20,clean
1,80,1,5,clean
2,510,2,9,clean
1,2387,1,11,clean
1,739,1,0,clean
1,42,1,6,clean
1,4,1,2,clean
1,4,1,1,clean
1,196,1,14,clean
1,1449,1,207,clean
1,7,1,1,clean
1,3379,1,3379,defective
1,43791,1,1327,defective
1,75,1,5,clean
1,94,1,0,clean
1,1416,1,59,clean
1,9130,1,110,clean
1,40,1,20,clean
2,9,2,6,clean
1,567,1,27,clean
1,2116,1,92,defective
1,8,1,4,clean
1,441,2,26,clean
1,336,2,9,clean
2,8,2,6,clean
1,1122,1,33,clean
2,3832,2,397,clean
1,46765052,1,6833,clean
1,190,1,2,clean
1,2354,1,107,defective
1,725,1,29,defective
1,340,1,0,clean
2,4226,3,62,clean
7,1714159,7,1052,clean
2,8,2,6,clean
1,18,1,9,clean
2,390,2,8,clean
1,28,3,17,defective
