@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,1,223,318,1,1,clean
4,4,16,1577,92,77,74,defective
3,3,94,186,227,27,13,clean
1,1,86,1577,0,86,0,clean
1,1,3875235,1577,220,2839,1365,clean
1,1,86,1577,0,86,0,clean
1,1,12,1577,0,0,12,clean
1,1,15,1577,188,0,15,clean
1,1,16,186,188,16,1,clean
1,1,12,1577,0,12,0,clean
2,2,45,1577,53,8,4,clean
5,5,11,1577,65,19,9,defective
5,5,132,192,8,108,33,defective
5,5,17,177,66,69,65,defective
1,1,185,1577,4,180,0,clean
1,1,86,1577,0,86,0,clean
1,1,171,1577,0,171,0,clean
1,1,86,1577,0,86,0,clean
1,1,1649,1577,0,1649,0,clean
1,1,107,1577,0,107,0,clean
1,1,185,1577,8,185,0,clean
1,1,56,1577,0,5331,0,clean
1,1,806,1577,144,806,0,defective
2,2,23,1577,190,15,0,clean
1,1,4,186,21,2,2,clean
1,1,107,1577,0,107,0,clean
1,1,1851,1577,0,0,1851,clean
1,1,78,1577,6,78,0,defective
2,2,578,1577,51,254,324,defective
1,1,10318,1577,34,182,624,defective
2,2,578,1577,51,254,324,defective
1,1,78,1577,6,78,0,defective
2,2,578,1577,19,156,8,defective
1,1,38,1577,0,38,0,clean
1,1,192,1577,54,6,32,clean
1,1,4,1577,2,0,4,clean
1,1,2916,1577,82,54,54,clean
1,1,169,1577,516,13,13,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,351,1577,38,351,0,defective
1,1,8,192,37,4,2,clean
3,3,287,1577,106,284,95,defective
1,1,905,177,121,97,31,defective
2,2,876,1577,141,455,10,defective
2,2,287,1577,80,369,22,defective
1,1,905,177,121,97,31,defective
1,1,351,1577,38,351,0,defective
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
2,2,22401,1577,6611,11223,22,clean
2,2,22401,1577,6611,11223,22,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
2,2,22401,1577,6611,11223,22,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
2,2,22401,1577,6611,11223,22,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,10607,1577,0,10607,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
1,1,22401,1577,6611,22401,0,clean
